"Area Name","Area Type","Year","Month","Seasonally Adjusted(Y/N)","Status","Labor Force","Employment","Unemployment","Unemployment Rate"
"Manton CDP","Sub-County Place","2019","Annual","N","Final","60","60","10","9.5"
"March AFB CDP","Sub-County Place","2019","Annual","N","Final","200","200","0","0"
"Maricopa city","Sub-County Place","2019","Annual","N","Final","500","500","100","10.8"
"Marina city","Sub-County Place","2019","Annual","N","Final","12900","12500","400","3.1"
"Marina del Rey CDP","Sub-County Place","2019","Annual","N","Final","7200","7000","200","3"
"Mariposa CDP","Sub-County Place","2019","Annual","N","Final","510","490","10","2.6"
"Markleeville CDP","Sub-County Place","2019","Annual","N","Final","40","40","0","0"
"Martinez city","Sub-County Place","2019","Annual","N","Final","20500","19900","600","2.9"
"Marysville city","Sub-County Place","2019","Annual","N","Final","4400","4200","300","5.9"
"Mayflower Village CDP","Sub-County Place","2019","Annual","N","Final","2900","2800","100","2.6"
"Maywood city","Sub-County Place","2019","Annual","N","Final","12400","11900","500","4.2"
"Meadow Valley CDP","Sub-County Place","2019","Annual","N","Final","160","160","0","0"
"Meadow Vista CDP","Sub-County Place","2019","Annual","N","Final","1500","1500","100","3.8"
"Mecca CDP","Sub-County Place","2019","Annual","N","Final","2600","2300","300","10.4"
"Meiners Oaks CDP","Sub-County Place","2019","Annual","N","Final","2000","2000","0","1.5"
"Mendocino CDP","Sub-County Place","2019","Annual","N","Final","470","460","10","1.3"
"Mendota city","Sub-County Place","2019","Annual","N","Final","5000","4500","500","9.8"
"Menifee City","Sub-County Place","2019","Annual","N","Final","40200","38600","1600","4"
"Menlo Park city","Sub-County Place","2019","Annual","N","Final","20100","19700","400","1.9"
"Mentone CDP","Sub-County Place","2019","Annual","N","Final","4600","4500","100","2"
"Merced city","Sub-County Place","2019","Annual","N","Final","34000","31700","2300","6.8"
"Mesa CDP","Sub-County Place","2019","Annual","N","Final","210","210","0","0"
"Mesa Vista CDP","Sub-County Place","2019","Annual","N","Final","100","100","0","2"
"Mettler CDP","Sub-County Place","2019","Annual","N","Final","100","100","0","3.3"
"Middletown CDP","Sub-County Place","2019","Annual","N","Final","830","780","50","5.8"
"Millbrae city","Sub-County Place","2019","Annual","N","Final","13500","13200","300","2.2"
"Mill Valley city","Sub-County Place","2019","Annual","N","Final","7300","7200","100","1.6"
"Milpitas city","Sub-County Place","2019","Annual","N","Final","45200","44000","1200","2.7"
"Mineral CDP","Sub-County Place","2019","Annual","N","Final","60","40","10","21.4"
"Mira Monte CDP","Sub-County Place","2019","Annual","N","Final","3200","3000","200","5.8"
"Mission Canyon CDP","Sub-County Place","2019","Annual","N","Final","1300","1300","0","0.7"
"Mission Hills CDP","Sub-County Place","2019","Annual","N","Final","2000","2000","100","3.7"
"Mission Viejo city","Sub-County Place","2019","Annual","N","Final","49300","47900","1400","2.8"
"Mi Wuk Village CDP","Sub-County Place","2019","Annual","N","Final","490","450","30","6.8"
"Modesto city","Sub-County Place","2019","Annual","N","Final","94700","89400","5200","5.5"
"Mohawk Vista CDP","Sub-County Place","2019","Annual","N","Final","30","30","0","0"
"Mojave CDP","Sub-County Place","2019","Annual","N","Final","1600","1500","100","7.6"
"Mokelumne Hill CDP","Sub-County Place","2019","Annual","N","Final","430","430","0","0"
"Mono Vista CDP","Sub-County Place","2019","Annual","N","Final","1630","1560","70","4.2"
"Monrovia city","Sub-County Place","2019","Annual","N","Final","21000","20200","800","3.7"
"Montclair city","Sub-County Place","2019","Annual","N","Final","19500","18900","600","3.2"
"Montebello city","Sub-County Place","2019","Annual","N","Final","29100","27700","1400","4.9"
"Montecito CDP","Sub-County Place","2019","Annual","N","Final","3100","2900","100","4.6"
"Monterey city","Sub-County Place","2019","Annual","N","Final","15300","14900","400","2.5"
"Monterey Park city","Sub-County Place","2019","Annual","N","Final","29500","28300","1200","4.1"
"Monte Rio CDP","Sub-County Place","2019","Annual","N","Final","500","400","0","4.7"
"Moorpark city","Sub-County Place","2019","Annual","N","Final","19500","18900","600","2.9"
"Morada CDP","Sub-County Place","2019","Annual","N","Final","1600","1600","0","0.7"
"Moraga town","Sub-County Place","2019","Annual","N","Final","7200","7000","200","2.8"
"Moreno Valley city","Sub-County Place","2019","Annual","N","Final","96600","92400","4200","4.4"
"Morgan Hill city","Sub-County Place","2019","Annual","N","Final","24800","24200","700","2.6"
"Morongo Valley CDP","Sub-County Place","2019","Annual","N","Final","1500","1400","100","5.2"
"Morro Bay city","Sub-County Place","2019","Annual","N","Final","5300","5000","300","5.6"
"Moss Landing CDP","Sub-County Place","2019","Annual","N","Final","0","0","0","0"
"Mountain House CDP","Sub-County Place","2019","Annual","N","Final","9700","9500","200","2.1"
"Mountain Mesa CDP","Sub-County Place","2019","Annual","N","Final","100","100","0","0"
"Mountain Ranch CDP","Sub-County Place","2019","Annual","N","Final","20","20","0","0"
"Mountain View CDP","Sub-County Place","2019","Annual","N","Final","1100","1100","0","0.5"
"Mountain View city","Sub-County Place","2019","Annual","N","Final","52500","51600","1000","1.8"
"Mountain View Acres CDP","Sub-County Place","2019","Annual","N","Final","1000","900","100","5.9"
"Mount Shasta city","Sub-County Place","2019","Annual","N","Final","1390","1350","40","2.9"
"Murphys CDP","Sub-County Place","2019","Annual","N","Final","880","860","10","1.5"
"Murrieta city","Sub-County Place","2019","Annual","N","Final","56300","54500","1900","3.3"
"Muscoy CDP","Sub-County Place","2019","Annual","N","Final","4000","3800","200","6"
"Napa city","Sub-County Place","2019","Annual","N","Final","41800","40500","1300","3.1"
"National City city","Sub-County Place","2019","Annual","N","Final","24700","23700","1000","4.2"
"Needles city","Sub-County Place","2019","Annual","N","Final","1500","1400","100","8.1"
"Nevada City city","Sub-County Place","2019","Annual","N","Final","1410","1390","30","1.8"
"Newark city","Sub-County Place","2019","Annual","N","Final","25600","24900","700","2.7"
"Newman city","Sub-County Place","2019","Annual","N","Final","5800","5400","500","8"
"Newport Beach city","Sub-County Place","2019","Annual","N","Final","44600","43500","1100","2.5"
"Nice CDP","Sub-County Place","2019","Annual","N","Final","940","900","40","4.3"
"Nipomo CDP","Sub-County Place","2019","Annual","N","Final","8500","8200","200","2.7"
"Norco city","Sub-County Place","2019","Annual","N","Final","11600","11200","400","3.6"
"North Auburn CDP","Sub-County Place","2019","Annual","N","Final","6000","5900","100","1.1"
"North Edwards CDP","Sub-County Place","2019","Annual","N","Final","500","400","100","10.5"
"North El Monte CDP","Sub-County Place","2019","Annual","N","Final","2100","2000","0","1.8"
"North Fair Oaks CDP","Sub-County Place","2019","Annual","N","Final","8200","8000","200","3"
"North Highlands CDP","Sub-County Place","2019","Annual","N","Final","20600","19900","700","3.2"
"North Lakeport CDP","Sub-County Place","2019","Annual","N","Final","1360","1350","10","0.7"
"Norwalk city","Sub-County Place","2019","Annual","N","Final","50600","48300","2300","4.5"
"Novato city","Sub-County Place","2019","Annual","N","Final","29400","28700","700","2.4"
"Nuevo CDP","Sub-County Place","2019","Annual","N","Final","3400","3300","100","3"
"Oakdale city","Sub-County Place","2019","Annual","N","Final","10500","9800","700","6.8"
"Oakhurst CDP","Sub-County Place","2019","Annual","N","Final","2600","2400","100","5"
"Oakland city","Sub-County Place","2019","Annual","N","Final","215600","208300","7300","3.4"
"Oakley city","Sub-County Place","2019","Annual","N","Final","20000","19300","700","3.6"
"Oak Park CDP","Sub-County Place","2019","Annual","N","Final","6600","6400","200","2.8"
"Oak View CDP","Sub-County Place","2019","Annual","N","Final","3100","3100","0","0.6"
"Occidental CDP","Sub-County Place","2019","Annual","N","Final","700","600","0","2"
"Oceano CDP","Sub-County Place","2019","Annual","N","Final","3400","3300","100","1.7"
"Oceanside city","Sub-County Place","2019","Annual","N","Final","81900","79100","2800","3.4"
"Oildale CDP","Sub-County Place","2019","Annual","N","Final","13900","12200","1700","12.5"
"Ojai city","Sub-County Place","2019","Annual","N","Final","3600","3400","100","4"
"Olancha CDP","Sub-County Place","2019","Annual","N","Final","70","70","0","0"
"Olivehurst CDP","Sub-County Place","2019","Annual","N","Final","6600","6200","400","5.9"
"Ontario city","Sub-County Place","2019","Annual","N","Final","90100","87100","3100","3.4"
"Onyx CDP","Sub-County Place","2019","Annual","N","Final","200","200","0","16.2"
"Orange city","Sub-County Place","2019","Annual","N","Final","71900","69900","2000","2.8"
"Orange Cove city","Sub-County Place","2019","Annual","N","Final","3800","3400","400","10.7"
"Orangevale CDP","Sub-County Place","2019","Annual","N","Final","16900","16400","500","2.9"
"Orcutt CDP","Sub-County Place","2019","Annual","N","Final","15100","14700","400","2.6"
"Orinda city","Sub-County Place","2019","Annual","N","Final","8900","8800","200","1.7"
"Orland city","Sub-County Place","2019","Annual","N","Final","3620","3420","200","5.5"
"Oroville city","Sub-County Place","2019","Annual","N","Final","7100","6700","500","6.4"
"Oroville East CDP","Sub-County Place","2019","Annual","N","Final","3000","2900","200","5.8"
"Oxnard city","Sub-County Place","2019","Annual","N","Final","100500","95900","4600","4.6"
"Pacheco CDP","Sub-County Place","2019","Annual","N","Final","2900","2800","100","3.8"
"Pacifica city","Sub-County Place","2019","Annual","N","Final","24200","23700","500","2.1"
"Pacific Grove city","Sub-County Place","2019","Annual","N","Final","8100","7600","500","6.3"
"Pajaro CDP","Sub-County Place","2019","Annual","N","Final","1600","1300","300","20.7"
"Palermo CDP","Sub-County Place","2019","Annual","N","Final","2100","2000","100","5.4"
"Palmdale city","Sub-County Place","2019","Annual","N","Final","64800","60800","4000","6.2"
"Palm Desert city","Sub-County Place","2019","Annual","N","Final","24800","23700","1000","4.2"
"Palm Springs city","Sub-County Place","2019","Annual","N","Final","23000","22100","900","3.8"
"Palo Alto city","Sub-County Place","2019","Annual","N","Final","35100","34400","700","2"
"Palos Verdes Estates city","Sub-County Place","2019","Annual","N","Final","5700","5500","100","2.1"
"Paradise town","Sub-County Place","2019","Annual","N","Final","2000","1800","200","10.1"
"Paramount city","Sub-County Place","2019","Annual","N","Final","24800","23600","1200","4.9"
"Parksdale CDP","Sub-County Place","2019","Annual","N","Final","1000","800","200","15.2"
"Parkwood CDP","Sub-County Place","2019","Annual","N","Final","1100","900","200","17.8"
"Parlier city","Sub-County Place","2019","Annual","N","Final","6500","6300","300","4.1"
"Pasadena city","Sub-County Place","2019","Annual","N","Final","80100","77000","3100","3.9"
"Patterson city","Sub-County Place","2019","Annual","N","Final","10700","10200","600","5.2"
"Paxton CDP","Sub-County Place","2019","Annual","N","Final","0","0","0","0"
"Penn Valley CDP","Sub-County Place","2019","Annual","N","Final","360","360","0","0"
"Perris city","Sub-County Place","2019","Annual","N","Final","31000","29500","1500","4.9"
"Petaluma city","Sub-County Place","2019","Annual","N","Final","33400","32600","800","2.4"
"Pico Rivera city","Sub-County Place","2019","Annual","N","Final","30400","28900","1500","4.9"
"Piedmont city","Sub-County Place","2019","Annual","N","Final","5200","5100","200","3"
"Pine Mountain Club CDP","Sub-County Place","2019","Annual","N","Final","800","700","100","14.1"
"Pinole city","Sub-County Place","2019","Annual","N","Final","9600","9400","200","2.1"
"Piru CDP","Sub-County Place","2019","Annual","N","Final","1000","900","100","6.4"
"Pismo Beach city","Sub-County Place","2019","Annual","N","Final","4200","4100","100","1.3"
"Pittsburg city","Sub-County Place","2019","Annual","N","Final","34300","33000","1300","3.7"
"Pixley CDP","Sub-County Place","2019","Annual","N","Final","1600","1300","200","15.5"
"Placentia city","Sub-County Place","2019","Annual","N","Final","25600","24900","800","2.9"
"Placerville city","Sub-County Place","2019","Annual","N","Final","5200","5100","200","2.9"
"Planada CDP","Sub-County Place","2019","Annual","N","Final","1400","1200","200","13.1"
"Pleasant Hill city","Sub-County Place","2019","Annual","N","Final","18000","17500","500","2.7"
"Pleasanton city","Sub-County Place","2019","Annual","N","Final","40600","39600","1000","2.6"
"Plumas Eureka CDP","Sub-County Place","2019","Annual","N","Final","140","130","10","9.4"
"Plymouth city","Sub-County Place","2019","Annual","N","Final","570","560","20","2.6"
"Point Arena city","Sub-County Place","2019","Annual","N","Final","190","180","10","4.8"
"Point Reyes Station CDP","Sub-County Place","2019","Annual","N","Final","200","200","0","0"
"Pollock Pines CDP","Sub-County Place","2019","Annual","N","Final","2700","2600","100","2.9"
"Pomona city","Sub-County Place","2019","Annual","N","Final","68900","65500","3400","4.9"
"Poplar Cotton Center CDP","Sub-County Place","2019","Annual","N","Final","1100","800","300","30"
"Port Costa CDP","Sub-County Place","2019","Annual","N","Final","100","100","0","4.5"
"Porterville city","Sub-County Place","2019","Annual","N","Final","25300","22200","3100","12.3"
"Port Hueneme city","Sub-County Place","2019","Annual","N","Final","10400","10000","500","4.6"
"Portola city","Sub-County Place","2019","Annual","N","Final","800","740","60","8"
"Poway city","Sub-County Place","2019","Annual","N","Final","25300","24700","700","2.6"
"Prattville CDP","Sub-County Place","2019","Annual","N","Final","10","10","10","41.7"
"Prunedale CDP","Sub-County Place","2019","Annual","N","Final","10300","9600","800","7.6"
"Quartz Hill CDP","Sub-County Place","2019","Annual","N","Final","4700","4600","100","3.1"
"Quincy CDP","Sub-County Place","2019","Annual","N","Final","970","910","70","7.1"
"Raisin City CDP","Sub-County Place","2019","Annual","N","Final","100","100","0","29.8"
"Ramona CDP","Sub-County Place","2019","Annual","N","Final","11300","11000","300","2.3"
"Rancho Calaveras CDP","Sub-County Place","2019","Annual","N","Final","2990","2900","90","3"
"Rancho Cordova City","Sub-County Place","2019","Annual","N","Final","35300","33900","1300","3.8"
"Rancho Cucamonga city","Sub-County Place","2019","Annual","N","Final","96000","93200","2800","2.9"
"Rancho Mirage city","Sub-County Place","2019","Annual","N","Final","6400","6000","400","6"
"Rancho Murieta CDP","Sub-County Place","2019","Annual","N","Final","2400","2400","0","1.9"
"Rancho Palos Verdes city","Sub-County Place","2019","Annual","N","Final","19800","19100","700","3.6"
"Rancho Santa Margarita city","Sub-County Place","2019","Annual","N","Final","27500","26800","700","2.6"
"Rancho Tehama Reserve CDP","Sub-County Place","2019","Annual","N","Final","540","510","30","6.3"
"Randsburg CDP","Sub-County Place","2019","Annual","N","Final","0","0","0","0"
"Red Bluff city","Sub-County Place","2019","Annual","N","Final","5240","4890","350","6.6"
"Redding city","Sub-County Place","2019","Annual","N","Final","39200","37600","1700","4.3"
"Redlands city","Sub-County Place","2019","Annual","N","Final","35500","34400","1100","3.1"
"Redondo Beach city","Sub-County Place","2019","Annual","N","Final","41600","40100","1500","3.6"
"Redway CDP","Sub-County Place","2019","Annual","N","Final","700","700","0","3.2"
"Redwood City city","Sub-County Place","2019","Annual","N","Final","51200","50200","1000","1.9"
"Reedley city","Sub-County Place","2019","Annual","N","Final","12900","10800","2100","16.3"
"Rialto city","Sub-County Place","2019","Annual","N","Final","44700","42600","2000","4.5"
"Richgrove CDP","Sub-County Place","2019","Annual","N","Final","800","600","300","33.6"
"Richmond city","Sub-County Place","2019","Annual","N","Final","52900","51000","1900","3.5"
"Ridgecrest city","Sub-County Place","2019","Annual","N","Final","13700","13300","400","2.9"
"Ridgemark CDP","Sub-County Place","2019","Annual","N","Final","1400","1400","0","2.5"
"Rio Dell city","Sub-County Place","2019","Annual","N","Final","1500","1400","100","4"
"Rio del Mar CDP","Sub-County Place","2019","Annual","N","Final","4800","4500","200","5.1"
"Rio Linda CDP","Sub-County Place","2019","Annual","N","Final","7000","6900","200","2.2"
"Rio Vista city","Sub-County Place","2019","Annual","N","Final","3400","3100","300","9.8"
"Ripon city","Sub-County Place","2019","Annual","N","Final","7600","7400","200","2"
"Riverbank city","Sub-County Place","2019","Annual","N","Final","10500","10000","500","5"
"Riverdale CDP","Sub-County Place","2019","Annual","N","Final","1000","900","0","3.9"
"Riverside city","Sub-County Place","2019","Annual","N","Final","154700","149000","5700","3.7"
"Rocklin city","Sub-County Place","2019","Annual","N","Final","34000","33000","1000","3"
"Rodeo CDP","Sub-County Place","2019","Annual","N","Final","4600","4400","200","3.9"
"Rohnert Park city","Sub-County Place","2019","Annual","N","Final","23700","23100","600","2.7"
"Rolling Hills city","Sub-County Place","2019","Annual","N","Final","600","500","0","4.5"
"Rolling Hills Estates city","Sub-County Place","2019","Annual","N","Final","3500","3300","200","4.6"
"Rollingwood CDP","Sub-County Place","2019","Annual","N","Final","1600","1400","100","8.1"
"Romoland CDP","Sub-County Place","2019","Annual","N","Final","1200","1100","0","3.2"
"Rosamond CDP","Sub-County Place","2019","Annual","N","Final","8700","8000","700","8.4"
"Rosedale CDP","Sub-County Place","2019","Annual","N","Final","9700","9400","300","3.2"
"Rosemead city","Sub-County Place","2019","Annual","N","Final","25500","24400","1100","4.2"
"Rosemont CDP","Sub-County Place","2019","Annual","N","Final","11600","11100","400","3.7"
"Roseville city","Sub-County Place","2019","Annual","N","Final","69900","67800","2100","3"
"Rossmoor CDP","Sub-County Place","2019","Annual","N","Final","5200","5100","100","2.5"
"Round Valley CDP","Sub-County Place","2019","Annual","N","Final","200","200","0","0"
"Rowland Heights CDP","Sub-County Place","2019","Annual","N","Final","24500","23400","1100","4.4"
"Running Springs CDP","Sub-County Place","2019","Annual","N","Final","1800","1700","100","3.4"
"Sacramento city","Sub-County Place","2019","Annual","N","Final","237200","228200","9000","3.8"
"St. Helena city","Sub-County Place","2019","Annual","N","Final","2800","2700","100","1.9"
"Salida CDP","Sub-County Place","2019","Annual","N","Final","7500","6900","500","6.8"
"Salinas city","Sub-County Place","2019","Annual","N","Final","80500","73700","6800","8.5"
"San Andreas CDP","Sub-County Place","2019","Annual","N","Final","870","870","0","0"
"San Anselmo town","Sub-County Place","2019","Annual","N","Final","7300","7200","200","2.1"
"San Antonio Heights CDP","Sub-County Place","2019","Annual","N","Final","1500","1500","0","1.1"
"San Ardo CDP","Sub-County Place","2019","Annual","N","Final","300","300","100","18.6"
"San Bernardino city","Sub-County Place","2019","Annual","N","Final","84100","80000","4100","4.9"
"San Bruno city","Sub-County Place","2019","Annual","N","Final","26900","26400","600","2.1"
"San Buenaventura (Ventura) city","Sub-County Place","2019","Annual","N","Final","55300","53600","1700","3.1"
"San Carlos city","Sub-County Place","2019","Annual","N","Final","17800","17400","400","2"
"San Clemente city","Sub-County Place","2019","Annual","N","Final","31700","30900","900","2.7"
"Sand City city","Sub-County Place","2019","Annual","N","Final","200","200","0","2.6"
"San Diego city","Sub-County Place","2019","Annual","N","Final","716600","694300","22300","3.1"
"San Dimas city","Sub-County Place","2019","Annual","N","Final","18000","17300","700","4.1"
"San Fernando city","Sub-County Place","2019","Annual","N","Final","12100","11700","400","3.4"
"San Francisco city","Sub-County Place","2019","Annual","N","Final","579900","567000","12900","2.2"
"San Gabriel city","Sub-County Place","2019","Annual","N","Final","21600","20800","800","3.6"
"Sanger city","Sub-County Place","2019","Annual","N","Final","11600","10600","1000","8.4"
"San Jacinto city","Sub-County Place","2019","Annual","N","Final","19000","18100","1000","5.1"
"San Joaquin city","Sub-County Place","2019","Annual","N","Final","1300","1100","200","14.1"
"San Jose city","Sub-County Place","2019","Annual","N","Final","551300","536600","14700","2.7"
"San Juan Bautista city","Sub-County Place","2019","Annual","N","Final","1000","1000","0","1.8"
"San Juan Capistrano city","Sub-County Place","2019","Annual","N","Final","17200","16800","500","2.7"
"San Leandro city","Sub-County Place","2019","Annual","N","Final","45800","44300","1500","3.2"
"San Lorenzo CDP","Sub-County Place","2019","Annual","N","Final","14800","14200","500","3.5"
"San Lucas CDP","Sub-County Place","2019","Annual","N","Final","100","100","0","0"
"San Luis Obispo city","Sub-County Place","2019","Annual","N","Final","25300","24700","600","2.5"
"San Marcos city","Sub-County Place","2019","Annual","N","Final","42400","41100","1300","3.1"
"San Marino city","Sub-County Place","2019","Annual","N","Final","5900","5800","100","2.2"
"San Martin CDP","Sub-County Place","2019","Annual","N","Final","3700","3600","100","3.1"
"San Mateo city","Sub-County Place","2019","Annual","N","Final","64900","63700","1300","2"
"San Miguel CDP","Sub-County Place","2019","Annual","N","Final","1400","1400","100","4.8"
"San Pablo city","Sub-County Place","2019","Annual","N","Final","13800","13300","500","3.5"
"San Rafael city","Sub-County Place","2019","Annual","N","Final","32100","31400","700","2.2"
"San Ramon city","Sub-County Place","2019","Annual","N","Final","39500","38500","1000","2.5"
"Santa Ana city","Sub-County Place","2019","Annual","N","Final","157800","153200","4600","2.9"
"Santa Barbara city","Sub-County Place","2019","Annual","N","Final","51600","50400","1200","2.3"
"Santa Clara city","Sub-County Place","2019","Annual","N","Final","72300","70700","1700","2.3"
"Santa Clarita city","Sub-County Place","2019","Annual","N","Final","116300","111600","4800","4.1"
"Santa Cruz city","Sub-County Place","2019","Annual","N","Final","33000","32000","1100","3.3"
"Santa Fe Springs city","Sub-County Place","2019","Annual","N","Final","9100","8900","300","3"
"Santa Maria city","Sub-County Place","2019","Annual","N","Final","50600","47600","3000","5.9"
"Santa Monica city","Sub-County Place","2019","Annual","N","Final","56700","54300","2500","4.3"
"Santa Paula city","Sub-County Place","2019","Annual","N","Final","13900","12800","1100","7.9"
"Santa Rosa city","Sub-County Place","2019","Annual","N","Final","90200","87700","2500","2.8"
"Santa Ynez CDP","Sub-County Place","2019","Annual","N","Final","2300","2300","0","0.1"
"Santee city","Sub-County Place","2019","Annual","N","Final","29200","28300","900","3"
"Saratoga city","Sub-County Place","2019","Annual","N","Final","14700","14300","400","2.5"
"Sausalito city","Sub-County Place","2019","Annual","N","Final","4400","4300","100","2.8"
"Scotts Valley city","Sub-County Place","2019","Annual","N","Final","6400","6300","200","2.6"
"Seal Beach city","Sub-County Place","2019","Annual","N","Final","9900","9600","300","3.2"
"Searles Valley CDP","Sub-County Place","2019","Annual","N","Final","500","500","0","6"
"Seaside city","Sub-County Place","2019","Annual","N","Final","17400","16900","500","2.8"
"Sebastopol city","Sub-County Place","2019","Annual","N","Final","4000","3900","100","2.9"
"Selma city","Sub-County Place","2019","Annual","N","Final","10800","9900","800","7.6"
"Shafter city","Sub-County Place","2019","Annual","N","Final","8200","7700","500","6.3"
"Shandon CDP","Sub-County Place","2019","Annual","N","Final","600","600","0","3.9"
"Shasta Lake city","Sub-County Place","2019","Annual","N","Final","3900","3700","200","5.8"
"Shaver Lake CDP","Sub-County Place","2019","Annual","N","Final","100","100","0","4.9"
"Shingle Springs CDP","Sub-County Place","2019","Annual","N","Final","1600","1600","0","0.5"
"Shingletown CDP","Sub-County Place","2019","Annual","N","Final","800","800","0","3.8"
"Shoshone CDP","Sub-County Place","2019","Annual","N","Final","10","10","0","0"
"Sierra Madre city","Sub-County Place","2019","Annual","N","Final","6300","6100","200","3"
"Signal Hill city","Sub-County Place","2019","Annual","N","Final","6300","6100","200","2.7"
"Simi Valley city","Sub-County Place","2019","Annual","N","Final","67500","65500","2000","3"
"Solana Beach city","Sub-County Place","2019","Annual","N","Final","5900","5800","100","1.7"
"Soledad city","Sub-County Place","2019","Annual","N","Final","8200","7300","800","10.2"
"Solvang city","Sub-County Place","2019","Annual","N","Final","3100","3000","100","2.9"
"Sonoma city","Sub-County Place","2019","Annual","N","Final","5300","5200","100","2.4"
"Sonora city","Sub-County Place","2019","Annual","N","Final","1930","1830","90","4.8"
"Soquel CDP","Sub-County Place","2019","Annual","N","Final","5800","5600","200","3.4"
"Soulsbyville CDP","Sub-County Place","2019","Annual","N","Final","990","920","70","6.6"
"South Dos Palos CDP","Sub-County Place","2019","Annual","N","Final","400","400","100","13.5"
"South El Monte city","Sub-County Place","2019","Annual","N","Final","9100","8800","300","3.6"
"South Gate city","Sub-County Place","2019","Annual","N","Final","42900","40800","2000","4.7"
"South Lake Tahoe city","Sub-County Place","2019","Annual","N","Final","12900","12500","400","3.3"
"South Oroville CDP","Sub-County Place","2019","Annual","N","Final","1300","1200","0","2.1"
"South Pasadena city","Sub-County Place","2019","Annual","N","Final","15000","14400","600","3.8"
"South San Francisco city","Sub-County Place","2019","Annual","N","Final","39900","38900","900","2.3"
"South San Gabriel CDP","Sub-County Place","2019","Annual","N","Final","3800","3700","100","2.7"
"South San Jose Hills CDP","Sub-County Place","2019","Annual","N","Final","9900","9400","500","5.3"
"South Taft CDP","Sub-County Place","2019","Annual","N","Final","1000","800","100","15.3"
"South Whittier CDP","Sub-County Place","2019","Annual","N","Final","29700","28700","1000","3.4"
"Spreckels CDP","Sub-County Place","2019","Annual","N","Final","100","100","0","0"
"Spring Garden CDP","Sub-County Place","2019","Annual","N","Final","0","0","0","0"
"Spring Valley CDP","Sub-County Place","2019","Annual","N","Final","15800","15200","600","3.9"
"Springville CDP","Sub-County Place","2019","Annual","N","Final","200","100","0","9.7"
"Squaw Valley CDP","Sub-County Place","2019","Annual","N","Final","1100","1100","0","1.4"
"Squirrel Mountain Valley CDP","Sub-County Place","2019","Annual","N","Final","200","200","0","18.2"
"Stallion Springs CDP","Sub-County Place","2019","Annual","N","Final","900","900","0","2.8"
"Stanton city","Sub-County Place","2019","Annual","N","Final","18500","17900","600","3.1"
"Stockton city","Sub-County Place","2019","Annual","N","Final","129500","120500","9000","6.9"
"Stratford CDP","Sub-County Place","2019","Annual","N","Final","400","400","0","4.3"
"Strathmore CDP","Sub-County Place","2019","Annual","N","Final","1200","900","300","24.3"
"Suisun City city","Sub-County Place","2019","Annual","N","Final","14300","13700","500","3.8"
"Summerland CDP","Sub-County Place","2019","Annual","N","Final","200","200","0","12.2"
"Sunnyside Tahoe City CDP","Sub-County Place","2019","Annual","N","Final","900","900","0","0"
"Sunnyvale city","Sub-County Place","2019","Annual","N","Final","87700","85900","1800","2"
"Sunol CDP","Sub-County Place","2019","Annual","N","Final","400","400","0","3.9"
"Susanville city","Sub-County Place","2019","Annual","N","Final","3620","3490","140","3.8"
"Sutter CDP","Sub-County Place","2019","Annual","N","Final","1300","1200","100","9.6"
"Sutter Creek city","Sub-County Place","2019","Annual","N","Final","960","880","90","8.9"
"Taft city","Sub-County Place","2019","Annual","N","Final","2800","2600","100","5.3"
"Taft Heights CDP","Sub-County Place","2019","Annual","N","Final","700","600","100","8.3"
"Taft Mosswood CDP","Sub-County Place","2019","Annual","N","Final","600","500","100","10"
"Tahoe Vista CDP","Sub-County Place","2019","Annual","N","Final","600","600","0","0"
"Tamalpais Homestead Valley CDP","Sub-County Place","2019","Annual","N","Final","6600","6500","100","1.5"
"Tara Hills CDP","Sub-County Place","2019","Annual","N","Final","2800","2700","100","1.9"
"Taylorsville CDP","Sub-County Place","2019","Annual","N","Final","0","0","0","0"
"Tecopa CDP","Sub-County Place","2019","Annual","N","Final","40","40","0","0"
"Tehachapi city","Sub-County Place","2019","Annual","N","Final","3500","3200","300","7.4"
"Tehama city","Sub-County Place","2019","Annual","N","Final","170","170","0","0.6"
"Temecula city","Sub-County Place","2019","Annual","N","Final","55100","53400","1800","3.2"
"Temple City city","Sub-County Place","2019","Annual","N","Final","18400","17800","700","3.7"
"Templeton CDP","Sub-County Place","2019","Annual","N","Final","4200","4100","200","3.8"
"Terra Bella CDP","Sub-County Place","2019","Annual","N","Final","500","300","200","32"
"Thermalito CDP","Sub-County Place","2019","Annual","N","Final","2600","2400","200","6.6"
"Thousand Oaks city","Sub-County Place","2019","Annual","N","Final","64400","62500","1900","2.9"
"Thousand Palms CDP","Sub-County Place","2019","Annual","N","Final","3200","3100","100","2.8"
"Three Rivers CDP","Sub-County Place","2019","Annual","N","Final","1300","1200","100","5.2"
"Tipton CDP","Sub-County Place","2019","Annual","N","Final","1400","1200","100","9.5"
"Tobin CDP","Sub-County Place","2019","Annual","N","Final","0","0","0","0"
"Tomales CDP","Sub-County Place","2019","Annual","N","Final","100","100","0","0"
"Toro Canyon CDP","Sub-County Place","2019","Annual","N","Final","700","600","0","5.3"
"Torrance city","Sub-County Place","2019","Annual","N","Final","78600","75700","2800","3.6"
"Tracy city","Sub-County Place","2019","Annual","N","Final","44500","42800","1700","3.8"
"Tranquillity CDP","Sub-County Place","2019","Annual","N","Final","200","200","0","15.8"
